mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
29.602989506721496,2.295765425039818,0.0015750408172607421,0.000973945911813782,relu,1.0,"(50, 10)","{'activation': 'relu', 'alpha': 1.0, 'hidden_layer_sizes': (50, 10)}",-433383.3131089477,-405507.74345151207,-454949.9066842342,-410909.29590724694,-1158393.323891684,-515314.4519435824,-507193.81427691097,-417453.4718450863,-414799.3702701364,-401666.451514668,-511957.1142894009,218955.27485858952,32
33.37341411113739,2.686150205723177,0.0016975879669189453,0.0005514126300615469,relu,1.0,"(20, 50)","{'activation': 'relu', 'alpha': 1.0, 'hidden_layer_sizes': (20, 50)}",-364513.6570237376,-346606.02950484294,-433490.7042024808,-349151.78181330505,-1607445.1517759168,-523572.62163756957,-428720.71002642106,-347583.8727659925,-363684.4481872556,-355276.7947494952,-512004.5771687017,369114.1305141182,33
29.03101043701172,1.7956828649179633,0.0018241405487060547,0.0010983309035005528,relu,0.01,"(50, 10)","{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (50, 10)}",-443561.45828957885,-420928.956597403,-448004.83581462456,-432459.53194920724,-927737.7695776981,-503855.224953623,-507305.56310080003,-388215.2434574702,-490566.4238887057,-572544.2105115548,-513517.92181406653,146884.55633043192,34
29.066298270225523,2.1924847182133083,0.001275944709777832,6.705168502786376e-05,relu,10,"(50, 10)","{'activation': 'relu', 'alpha': 10, 'hidden_layer_sizes': (50, 10)}",-414600.1651507989,-399839.94148136734,-492463.5516231908,-427527.64360408427,-1135437.5287724072,-521858.234242956,-507607.1209765717,-409450.3125804523,-430560.37995512906,-433523.27133968525,-517286.81497266435,210095.84377962723,35
47.94607262611389,8.448752174543266,0.0049326419830322266,0.0042193510962671805,relu,0.001,"(20, 50, 50)","{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (20, 50, 50)}",-371183.04924471723,-336636.0256376997,-420900.54183014255,-340214.9602521245,-1808046.1871080534,-418542.9528332785,-423671.2402966798,-332611.6446703033,-366539.9483699755,-367913.54401492607,-518626.00942579005,431082.7916183486,36
23.99946208000183,2.5838294541781264,0.0008832931518554688,0.0004623493197426888,relu,100,"(10, 20)","{'activation': 'relu', 'alpha': 100, 'hidden_layer_sizes': (10, 20)}",-420395.166738185,-422392.2158027072,-530275.6125382312,-434347.1139712618,-1071985.9792040938,-540834.148714555,-503960.133911528,-401996.0998009556,-429113.89263598045,-444844.05128118285,-520014.4414598682,189764.03433054526,37
29.14620723724365,0.16774452197997358,0.001759171485900879,0.0008847919972203796,relu,0.001,"(50, 10)","{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (50, 10)}",-436857.36216561374,-422730.0797544673,-467829.53584764706,-538406.6321497846,-1002540.231417639,-506184.3172682657,-518060.32672182086,-419496.5708092807,-436358.7637098638,-454833.7661671759,-520329.7586011558,165474.0927510408,38
39.191228532791136,11.25005208619378,0.0033180952072143556,0.0009006074951424485,relu,100,"(20, 50, 50)","{'activation': 'relu', 'alpha': 100, 'hidden_layer_sizes': (20, 50, 50)}",-363700.21198860084,-363254.059358362,-423593.1030091479,-342177.35128368274,-1812368.8400769676,-403162.34035001777,-441834.30774122453,-352684.52989667054,-377548.5089934349,-356637.1615914798,-523696.0414289589,430665.75605229294,39
29.47523765563965,2.3205159664617887,0.0012537479400634766,6.743664347029799e-06,relu,0.1,"(50, 10)","{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (50, 10)}",-442903.4161586166,-382279.79137158947,-437551.9310754506,-441736.6762175668,-1191383.3272581482,-541485.954554701,-506964.17474942544,-389513.3983212274,-417157.3289216932,-523933.5880382395,-527490.9586666658,227217.60909674905,40
29.34366030693054,0.2064336405578309,0.0017149925231933593,0.00022460862002006144,relu,0.0001,"(50, 10)","{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 10)}",-442804.65584455617,-422555.1274008498,-431983.8716381882,-403827.5827315917,-1175755.0898116026,-490562.4646996619,-536604.6874592685,-405220.7702459433,-481697.4256522751,-484626.58364004275,-527563.8259123979,219812.42877284565,41
44.63454160690308,7.982843391487841,0.004070019721984864,0.0027386960620905954,relu,1.0,"(20, 50, 50)","{'activation': 'relu', 'alpha': 1.0, 'hidden_layer_sizes': (20, 50, 50)}",-371104.11923425354,-351708.8089224703,-424560.3085690435,-348239.4581771717,-1907213.2858971856,-425880.43249427504,-408047.96043545863,-355559.68827958487,-371120.89754296385,-381568.22883963503,-534500.3188392041,458379.88017801684,42
45.05913472175598,9.369133968088555,0.0036649703979492188,0.001161622965865806,relu,0.01,"(20, 50, 50)","{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (20, 50, 50)}",-371901.24159085704,-342687.8261174771,-422902.5682738855,-344793.9877633902,-1945041.0674338036,-400611.5933697652,-427284.96569111,-373092.3872867289,-367679.52451582684,-356401.1335317992,-535239.6295574644,470777.5610904206,43
38.16575021743775,9.946699946117542,0.0034902095794677734,0.0017106331947021826,relu,10,"(20, 50, 50)","{'activation': 'relu', 'alpha': 10, 'hidden_layer_sizes': (20, 50, 50)}",-341785.2518047054,-351330.9083308393,-417285.1481401708,-346085.7791694078,-1871003.7487123027,-639988.2611357714,-402782.3060558777,-340046.50982579874,-365007.3814002938,-354704.4359847511,-543001.9730559918,450864.97334145097,44
40.798109602928164,5.392713535544798,0.0029752254486083984,0.0019578398224781722,relu,1.0,"(50, 20, 20)","{'activation': 'relu', 'alpha': 1.0, 'hidden_layer_sizes': (50, 20, 20)}",-465173.87363367755,-366381.22282338474,-395253.8986861031,-331119.7530561486,-2188952.390960479,-338495.51331471145,-403556.27635774843,-325023.93833399675,-335104.6947181181,-338933.0262628326,-548799.4588147199,548310.1469336145,45
23.109805750846864,1.8435829639335446,0.0012626409530639648,0.0015324910126716332,relu,10,"(20, 10)","{'activation': 'relu', 'alpha': 10, 'hidden_layer_sizes': (20, 10)}",-432769.73120298254,-467601.4085615307,-542284.6329915974,-442508.47773331444,-1274685.291421901,-598128.1511762849,-553473.9699622714,-430128.1495211476,-548315.4117532639,-587166.0894318756,-587706.131375617,236892.26880420366,46
22.797838497161866,2.0524618756905126,0.0017388343811035156,0.002512300805700315,relu,100,"(20, 10)","{'activation': 'relu', 'alpha': 100, 'hidden_layer_sizes': (20, 10)}",-450311.6402089059,-509335.2031230552,-549178.1206963888,-458564.42213212885,-1212505.0773133049,-605971.2777745248,-575313.456588164,-498359.5478110128,-496180.08712578303,-537917.4790178635,-589363.6311791132,212803.52903461628,47
23.178289270401002,1.8412841654112617,0.0009142875671386719,0.0003585313796150312,relu,1.0,"(20, 10)","{'activation': 'relu', 'alpha': 1.0, 'hidden_layer_sizes': (20, 10)}",-430249.28661779646,-435174.3159880668,-565506.966249517,-467454.1866209452,-1419599.4292395888,-608876.2504650978,-590683.1612030019,-464282.86324958183,-455108.3021314504,-477909.5706482082,-591484.4332413255,282885.7469065554,48
41.99254696369171,1.925905578115972,0.002480936050415039,0.0006564428126964336,relu,0.0001,"(50, 20, 20)","{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 20, 20)}",-487768.0842804253,-360521.4981751123,-395250.85792345967,-329065.095399479,-2668706.158211248,-338604.6830964193,-382026.27361324435,-332450.484080247,-330418.2890132612,-324501.3988031961,-594931.2822596092,692860.6438673692,49
23.101944494247437,1.5652837638350536,0.0010159015655517578,0.000526182177220024,relu,0.1,"(20, 10)","{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (20, 10)}",-434617.080763358,-442085.24947395106,-562626.5591459002,-469810.47745156125,-1423148.6547245882,-614174.0584228156,-590073.5020926173,-463950.1627566992,-492643.0193417386,-494675.9511900892,-598780.4715363319,281001.9881798603,50
33.39358119964599,2.4408944483174806,0.0014242887496948241,5.4481691988973415e-05,relu,0.1,"(20, 50)","{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (20, 50)}",-386253.55352547875,-385156.007225885,-470624.96595765377,-371357.2015315082,-2382377.178320015,-421979.721068689,-476329.5329975347,-356239.90997501014,-378457.31095286953,-380609.48250261677,-600938.486405726,595091.4601480713,51
21.65270326137543,1.7917264397201516,0.0007187366485595703,0.0003452283111019969,relu,1.0,"(10, 10)","{'activation': 'relu', 'alpha': 1.0, 'hidden_layer_sizes': (10, 10)}",-478900.83441069524,-490915.53210842685,-632612.308258394,-496592.4099788351,-931882.7362350475,-752112.8823777032,-624632.2677705915,-525545.4300965663,-548833.7113771277,-571851.5395189557,-605387.9652132343,134490.09472231907,52
23.399394702911376,2.0420729754180424,0.0007406234741210938,1.9311963775921803e-05,relu,1.0,"(10, 20)","{'activation': 'relu', 'alpha': 1.0, 'hidden_layer_sizes': (10, 20)}",-421404.54205497354,-447165.49091702874,-560251.7207994083,-464318.1252738019,-1658224.705063445,-617919.2005413858,-564440.1847421713,-427171.00147306436,-438778.0482615062,-476812.19417519786,-607648.5213301984,355966.56632082973,53
21.799900913238524,0.27635873241891845,0.0008897781372070312,6.019018572553783e-05,relu,0.0001,"(10, 10)","{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (10, 10)}",-475528.78138844564,-465670.65512881044,-582204.4740133847,-507626.1150513922,-984114.8857749273,-790705.97119011,-635964.570424904,-518435.463729356,-551369.5089063226,-580726.8999561185,-609234.7325563772,153665.1826347089,54
21.28149116039276,0.2592488797860237,0.0005990266799926758,7.120896839217922e-06,relu,0.01,"(10, 10)","{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (10, 10)}",-467870.07340682147,-503838.22830093384,-583619.4104939571,-509762.639799919,-980447.1839862786,-843701.6120779184,-590299.7525291499,-501079.82048988267,-538671.9733433648,-577390.1047745092,-609668.0799202735,158891.14433985882,55
23.7030308008194,1.8852799629288959,0.001007413864135742,0.0005543153741756347,relu,10,"(10, 20)","{'activation': 'relu', 'alpha': 10, 'hidden_layer_sizes': (10, 20)}",-408327.3238702884,-428424.7690446122,-549844.2353637823,-465473.1961612848,-1610925.4313307982,-665795.072428325,-563594.2156430826,-427915.80063158134,-478541.4319221741,-508427.8265184382,-610726.9302914367,341469.4839637101,56
23.404294204711913,0.1462637856059403,0.0011229276657104491,0.0005165624544582241,relu,0.0001,"(20, 10)","{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (20, 10)}",-430874.8502167288,-461954.4320142415,-627225.9256275245,-516010.4735373581,-1295004.777385012,-655180.2220627886,-587687.4205109825,-490006.97880911524,-511229.5245446512,-552499.1761987684,-612767.3780907171,237126.21421342908,57
21.424133825302125,1.272352354899397,0.0006018400192260743,4.283646115455552e-06,relu,0.1,"(10, 10)","{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (10, 10)}",-493737.980859031,-463503.79618661664,-632196.4622350228,-497627.16969725705,-958947.3305307004,-859074.3071847394,-629700.8036116593,-495678.83747301396,-536947.2281086026,-582270.5898764009,-614968.4505763045,158498.20290985046,58
33.314097023010255,2.024142726359938,0.001444387435913086,5.610864042550773e-05,relu,0.01,"(20, 50)","{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (20, 50)}",-393108.07798974327,-388791.8264611624,-474940.05606121017,-380669.29124444205,-2487229.519042026,-494672.51202268904,-452764.2091885701,-352996.5704633138,-389903.60290083603,-401498.9909795288,-621657.4656353521,623332.1752796487,59
21.79744393825531,0.16016167111005605,0.0006056547164916993,2.5701699760549884e-06,relu,0.001,"(10, 10)","{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (10, 10)}",-502025.78002826805,-503077.0187807717,-631683.003611265,-511284.38159728755,-1015165.6877678789,-834835.7920191304,-625590.521905869,-495053.09203957854,-546777.1696453019,-569663.1852091321,-623515.5632604483,162870.98771630702,60
23.698545026779176,1.4676303874073384,0.0008745670318603515,0.0004094713540907858,relu,0.1,"(10, 20)","{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (10, 20)}",-423565.2494292243,-450340.385593904,-561674.4400378807,-462835.7115654224,-1752892.5055387872,-643920.2403512321,-568206.8960188371,-431723.4465146508,-473572.8462069578,-486362.0499598593,-625509.3771216755,381656.67220804363,61
20.624373459815978,1.3888322555560126,0.000602102279663086,6.484108753422327e-06,relu,10,"(10, 10)","{'activation': 'relu', 'alpha': 10, 'hidden_layer_sizes': (10, 10)}",-452210.7433430879,-531862.3124284836,-668514.7318313479,-531669.3327891459,-1042677.9559806391,-738696.9811124932,-638136.5856372003,-528836.4655413273,-550964.2396953101,-574863.4167437596,-625843.2765102795,159350.12855044001,62
23.674900603294372,0.19554057040390627,0.000783228874206543,2.0823225374037064e-05,relu,0.001,"(20, 10)","{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (20, 10)}",-434679.98864280473,-440787.68529282254,-628915.9542707594,-517737.26531457755,-1304988.7808331875,-705816.7532386943,-615892.5529592473,-513845.82023108826,-545082.8921281068,-556443.5935313732,-626419.1286442662,239603.29405811246,63
25.479225158691406,2.6584134849092043,0.0014448165893554688,0.0007537150339215658,relu,100,"(20, 20)","{'activation': 'relu', 'alpha': 100, 'hidden_layer_sizes': (20, 20)}",-447601.7096211675,-368554.23655926605,-484270.3130328406,-439662.33107331046,-2134440.564893993,-500122.3258168007,-507916.45473037136,-422372.66860054753,-515399.1214245636,-487494.5366706172,-630783.4262423477,503065.2789282806,64
25.494775938987733,1.5531830739476016,0.001134800910949707,0.0006510888291223467,relu,0.01,"(20, 20)","{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (20, 20)}",-451254.6175562437,-389412.3307314772,-528703.8477731121,-401112.0485034528,-2124894.3909055535,-569548.9412047166,-520624.59918716026,-422015.16011979035,-444535.5166152006,-458110.55441782024,-631021.2007014528,500998.98334523785,65
23.42575569152832,1.4084894986346614,0.0007558107376098633,1.1882457644535175e-05,relu,0.01,"(20, 10)","{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (20, 10)}",-435038.78602292197,-449285.2530205597,-628149.9658964701,-517883.9041589885,-1412786.9454321477,-702716.5772013861,-617532.253997347,-516535.2443462787,-542841.0808319014,-495249.79274245014,-631801.9803650451,272035.98264256155,66
23.33679416179657,0.6991674685620514,0.0007307529449462891,5.2234893560902225e-06,relu,0.01,"(10, 20)","{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (10, 20)}",-419661.3988019976,-477703.29359939706,-554337.0825664735,-445802.31065065786,-1903099.0591777074,-663814.0525592681,-582677.0838210965,-430054.1624249576,-472777.0945557407,-491696.68049571995,-644162.2218653017,425802.0485695338,67
